filename;final_acceptance;runtime
Zynq7020_0.txt;TRUE;0.008552312850952148
Zynq7020_1.txt;TRUE;0.0029916763305664062
Zynq7020_10.txt;TRUE;0.003961086273193359
Zynq7020_11.txt;TRUE;0.003989696502685547
Zynq7020_12.txt;TRUE;0.002991914749145508
Zynq7020_13.txt;TRUE;0.006981849670410156
Zynq7020_14.txt;TRUE;0.000997304916381836
Zynq7020_15.txt;TRUE;0.0019943714141845703
Zynq7020_16.txt;TRUE;0.005983829498291016
Zynq7020_17.txt;TRUE;0.007978200912475586
Zynq7020_19.txt;TRUE;0.012964963912963867
Zynq7020_2.txt;TRUE;0.010974407196044922
Zynq7020_20.txt;TRUE;0.000997781753540039
Zynq7020_21.txt;TRUE;0.0009968280792236328
Zynq7020_22.txt;TRUE;0.009973526000976562
Zynq7020_23.txt;TRUE;0.005983829498291016
Zynq7020_24.txt;TRUE;0.004986763000488281
Zynq7020_25.txt;TRUE;0.052861928939819336
Zynq7020_26.txt;TRUE;0.0019948482513427734
Zynq7020_27.txt;TRUE;0.003989458084106445
Zynq7020_28.txt;TRUE;0.002991914749145508
Zynq7020_29.txt;TRUE;0.003502368927001953
Zynq7020_3.txt;TRUE;0.0
Zynq7020_30.txt;TRUE;0.0
Zynq7020_31.txt;TRUE;0.01595759391784668
Zynq7020_32.txt;TRUE;0.003989458084106445
Zynq7020_33.txt;TRUE;0.003988981246948242
Zynq7020_34.txt;TRUE;0.003989458084106445
Zynq7020_35.txt;TRUE;0.002991914749145508
Zynq7020_36.txt;TRUE;0.003989458084106445
Zynq7020_37.txt;TRUE;0.010970592498779297
Zynq7020_38.txt;TRUE;0.001994609832763672
Zynq7020_39.txt;TRUE;0.003989696502685547
Zynq7020_4.txt;TRUE;0.001993894577026367
Zynq7020_40.txt;TRUE;0.010576963424682617
Zynq7020_41.txt;TRUE;0.011938095092773438
Zynq7020_42.txt;TRUE;0.008974552154541016
Zynq7020_43.txt;TRUE;0.002992868423461914
Zynq7020_44.txt;TRUE;0.008978843688964844
Zynq7020_45.txt;TRUE;0.001992464065551758
Zynq7020_46.txt;TRUE;0.010971546173095703
Zynq7020_47.txt;TRUE;0.00698089599609375
Zynq7020_48.txt;TRUE;0.023940324783325195
Zynq7020_49.txt;TRUE;0.001993894577026367
Zynq7020_5.txt;TRUE;0.0055615901947021484
Zynq7020_50.txt;TRUE;0.007976293563842773
Zynq7020_51.txt;TRUE;0.003991127014160156
Zynq7020_52.txt;TRUE;0.0019958019256591797
Zynq7020_53.txt;TRUE;0.005983114242553711
Zynq7020_54.txt;TRUE;0.0009636878967285156
Zynq7020_55.txt;TRUE;0.0030214786529541016
Zynq7020_56.txt;TRUE;0.003989219665527344
Zynq7020_57.txt;TRUE;0.015957355499267578
Zynq7020_58.txt;TRUE;0.007978677749633789
Zynq7020_59.txt;TRUE;0.0039713382720947266
Zynq7020_6.txt;TRUE;0.001983642578125
Zynq7020_7.txt;TRUE;0.001992940902709961
Zynq7020_8.txt;TRUE;0.0009686946868896484
Zynq7020_9.txt;TRUE;0.007586002349853516
