filename;final_acceptance;runtime
Zynq7020_0.txt;TRUE;0.02892446517944336
Zynq7020_1.txt;TRUE;0.0009968280792236328
Zynq7020_10.txt;TRUE;0.0009968280792236328
Zynq7020_11.txt;TRUE;0.0
Zynq7020_12.txt;TRUE;0.0
Zynq7020_13.txt;TRUE;0.02952861785888672
Zynq7020_14.txt;TRUE;0.0
Zynq7020_15.txt;TRUE;0.027924537658691406
Zynq7020_16.txt;TRUE;0.001995086669921875
Zynq7020_17.txt;TRUE;0.0019953250885009766
Zynq7020_19.txt;TRUE;0.14812374114990234
Zynq7020_2.txt;TRUE;0.013965845108032227
Zynq7020_20.txt;TRUE;0.0
Zynq7020_21.txt;TRUE;0.0
Zynq7020_22.txt;TRUE;0.11871838569641113
Zynq7020_23.txt;TRUE;0.0019948482513427734
Zynq7020_24.txt;TRUE;0.000997781753540039
Zynq7020_25.txt;TRUE;0.2888758182525635
Zynq7020_26.txt;TRUE;0.0009987354278564453
Zynq7020_27.txt;TRUE;0.0009970664978027344
Zynq7020_28.txt;TRUE;0.0009970664978027344
Zynq7020_29.txt;TRUE;0.000997781753540039
Zynq7020_3.txt;TRUE;0.0
Zynq7020_30.txt;TRUE;0.0009975433349609375
Zynq7020_31.txt;TRUE;0.32367992401123047
Zynq7020_32.txt;TRUE;0.1975083351135254
Zynq7020_33.txt;TRUE;0.000997781753540039
Zynq7020_34.txt;TRUE;0.000997304916381836
Zynq7020_35.txt;TRUE;0.0009975433349609375
Zynq7020_36.txt;TRUE;0.0
Zynq7020_37.txt;TRUE;0.00897526741027832
Zynq7020_38.txt;TRUE;0.0
Zynq7020_39.txt;TRUE;0.0019948482513427734
Zynq7020_4.txt;TRUE;0.0009975433349609375
Zynq7020_40.txt;TRUE;0.0009975433349609375
Zynq7020_41.txt;TRUE;0.000997304916381836
Zynq7020_42.txt;TRUE;0.0019941329956054688
Zynq7020_43.txt;TRUE;0.000997781753540039
Zynq7020_44.txt;TRUE;0.0009975433349609375
Zynq7020_45.txt;TRUE;0.023935317993164062
Zynq7020_46.txt;TRUE;0.07940030097961426
Zynq7020_47.txt;TRUE;0.0019948482513427734
Zynq7020_48.txt;TRUE;0.00997304916381836
Zynq7020_49.txt;TRUE;0.0
Zynq7020_5.txt;TRUE;0.001993894577026367
Zynq7020_50.txt;TRUE;0.008974790573120117
Zynq7020_51.txt;TRUE;0.001994609832763672
Zynq7020_52.txt;TRUE;0.00099945068359375
Zynq7020_53.txt;TRUE;0.0009970664978027344
Zynq7020_54.txt;TRUE;0.0009980201721191406
Zynq7020_55.txt;TRUE;0.0
Zynq7020_56.txt;TRUE;0.0009970664978027344
Zynq7020_57.txt;TRUE;0.15662026405334473
Zynq7020_58.txt;TRUE;0.000997304916381836
Zynq7020_59.txt;TRUE;0.0009975433349609375
Zynq7020_6.txt;TRUE;0.000997304916381836
Zynq7020_7.txt;TRUE;0.0009970664978027344
Zynq7020_8.txt;TRUE;0.0
Zynq7020_9.txt;TRUE;0.17157816886901855
