filename;final_bounding_area;runtime;total_blocks;final_num_blocks;num_attempts
MBLA_8.txt;180;0.3152270317077637;16;16;1
MBLA_45.txt;272;84.38961505889894;32;32;2
MBLA_10.txt;168;360.1246421337128;19;19;1
MBLA_18.txt;169;360.3063743114472;16;16;3
MBLA_11.txt;352;360.652578830719;42;42;3
MBLA_44.txt;165;9.716960906982422;19;19;1
MBLA_40.txt;182;0.8636012077331543;19;19;1
MBLA_16.txt;420;361.70605492591864;53;53;3
MBLA_47.txt;289;118.96207785606384;36;36;2
MBLA_6.txt;182;360.0804898738861;20;20;1
MBLA_32.txt;460;362.9389765262604;57;57;1
MBLA_46.txt;192;345.9846134185791;26;26;2
MBLA_51.txt;441;385.5746338367462;53;53;1
MBLA_59.txt;210;1.330538034439087;30;30;3
MBLA_7.txt;270;361.822598695755;32;32;2
MBLA_29.txt;289;5.178735017776488;31;31;1
MBLA_15.txt;418;361.2939596176148;45;45;2
MBLA_3.txt;182;3.7280063629150386;28;28;1
MBLA_35.txt;180;102.59590244293213;21;21;1
MBLA_24.txt;266;3.101170063018799;32;32;2
MBLA_57.txt;480;362.39552545547485;58;58;3
MBLA_30.txt;182;0.11809945106506348;20;20;1
MBLA_38.txt;238;360.16873931884766;29;29;1
MBLA_56.txt;165;360.0289900302887;21;21;3
MBLA_37.txt;195;160.8907473087311;25;25;3
MBLA_31.txt;420;362.6563012599945;47;47;2
MBLA_17.txt;576;380.44769883155817;65;65;1
MBLA_0.txt;288;3.4955675601959233;34;34;1
MBLA_21.txt;441;30.481390476226807;55;55;1
MBLA_22.txt;224;56.032899379730225;23;23;1
MBLA_13.txt;256;4.272683620452882;28;28;1
MBLA_4.txt;552;365.3277180194855;62;62;1
MBLA_34.txt;380;363.60737776756287;42;42;1
MBLA_33.txt;324;5.884312152862549;36;36;1
MBLA_20.txt;399;362.8730432987213;42;42;1
MBLA_54.txt;221;360.42826795578003;27;27;2
MBLA_42.txt;117;4.790476560592651;10;10;1
MBLA_12.txt;208;89.79689908027649;25;25;3
MBLA_36.txt;420;362.04056215286255;52;52;1
MBLA_19.txt;204;3.309613943099976;23;23;1
MBLA_2.txt;240;360.8602304458618;28;28;1
MBLA_49.txt;400;9.023011207580566;49;49;1
MBLA_5.txt;304;361.05645632743835;32;32;2
MBLA_39.txt;400;5.641886234283447;42;42;1
MBLA_28.txt;168;360.5500588417053;20;18;3
MBLA_41.txt;210;0.4449641704559326;25;25;1
MBLA_1.txt;304;361.1525180339813;40;40;1
MBLA_50.txt;399;368.30031728744507;45;45;1
MBLA_23.txt;378;364.8408770561218;41;41;1
MBLA_27.txt;210;361.6010506153106;25;24;2
MBLA_14.txt;255;364.3029527664185;34;34;1
MBLA_9.txt;315;5.748676061630249;34;34;1
MBLA_52.txt;378;360.37535548210144;36;36;2
MBLA_53.txt;182;360.12537026405334;19;19;1
MBLA_55.txt;195;26.21669006347656;21;21;3
MBLA_26.txt;168;6.964834690093994;25;25;1
MBLA_43.txt;323;360.4128692150116;39;39;1
MBLA_48.txt;210;7.108175754547119;27;24;1
MBLA_25.txt;240;54.69870901107788;25;25;1
MBLA_58.txt;240;360.2270050048828;26;26;2
