filename;final_bounding_area;runtime;total_blocks;final_num_blocks;num_attempts
MBLA_8.txt;168;0.3024542331695557;16;16;1
MBLA_10.txt;165;400.2124059200287;19;19;1
MBLA_18.txt;182;400.18958282470703;16;16;2
MBLA_45.txt;285;400.5626952648163;32;32;1
MBLA_11.txt;364;400.9829688072205;42;42;2
MBLA_44.txt;162;3.1510133743286133;19;19;1
MBLA_40.txt;182;5.347152233123778;19;19;1
MBLA_47.txt;286;29.9580717086792;36;36;1
MBLA_6.txt;180;76.78780555725099;20;20;1
MBLA_32.txt;450;157.601731300354;57;57;1
MBLA_59.txt;216;89.3889787197113;30;30;2
MBLA_16.txt;420;402.7829246520996;53;53;2
MBLA_51.txt;483;400.5038163661957;53;53;1
MBLA_7.txt;273;400.55559062957764;32;32;1
MBLA_29.txt;300;41.6984293460846;31;31;1
MBLA_24.txt;273;38.93708729743958;32;32;1
MBLA_57.txt;475;287.0730347633362;58;58;1
MBLA_3.txt;187;138.57066440582278;28;28;1
MBLA_38.txt;240;400.4323537349701;29;29;1
MBLA_35.txt;168;376.3030512332916;21;21;1
MBLA_46.txt;208;400.36418557167053;26;26;1
MBLA_15.txt;408;91.43351984024048;45;45;1
MBLA_30.txt;182;1.1044690608978271;20;20;1
MBLA_31.txt;425;400.1299061775208;47;47;1
MBLA_20.txt;390;31.58601307868957;42;42;1
MBLA_12.txt;208;0.7076311111450195;25;25;1
MBLA_56.txt;162;36.77522683143616;21;21;3
MBLA_17.txt;576;402.43600726127625;65;65;2
MBLA_0.txt;285;14.983274221420288;34;34;1
MBLA_37.txt;200;0.9360430240631104;25;25;3
MBLA_34.txt;375;29.550068378448486;42;42;2
MBLA_28.txt;171;400.0496106147766;20;20;2
MBLA_41.txt;209;2.595753669738769;25;25;1
MBLA_22.txt;231;9.509103298187256;23;23;1
MBLA_4.txt;551;401.2753713130951;62;62;1
MBLA_21.txt;504;401.4534795284271;55;55;1
MBLA_33.txt;336;134.80377125740048;36;36;3
MBLA_5.txt;300;33.968241691589355;32;32;1
MBLA_13.txt;272;10.776266098022461;28;28;3
MBLA_39.txt;414;95.60888576507568;42;42;1
MBLA_36.txt;432;402.18671655654913;52;52;2
MBLA_19.txt;200;38.420310020446784;23;23;1
MBLA_2.txt;228;400.41032910346985;28;28;3
MBLA_49.txt;416;26.86538600921631;49;49;1
MBLA_50.txt;399;54.84100580215454;45;45;1
MBLA_54.txt;240;400.41582894325256;27;27;2
MBLA_23.txt;374;400.3779196739197;41;41;3
MBLA_52.txt;360;106.23310685157776;36;36;3
MBLA_27.txt;208;1.9787139892578125;25;25;1
MBLA_1.txt;304;401.35585618019104;40;40;2
MBLA_14.txt;255;142.05808973312378;34;34;1
MBLA_9.txt;320;23.45211863517761;34;34;1
MBLA_55.txt;192;10.649186611175537;21;21;1
MBLA_42.txt;120;0.18285202980041504;10;10;3
MBLA_26.txt;162;1.748741865158081;25;25;2
MBLA_53.txt;189;400.1698849201202;19;19;1
MBLA_43.txt;308;348.25515580177307;39;39;3
MBLA_58.txt;238;2.5717885494232178;26;26;3
MBLA_48.txt;240;400.45786595344543;27;27;1
MBLA_25.txt;240;3.22070860862732;25;25;1
