filename;final_bounding_area;runtime;total_blocks;final_num_blocks;num_attempts
MBLA_8.txt;165;900.1230380535126;16;16;2
MBLA_10.txt;169;900.2099423408507;19;19;2
MBLA_18.txt;195;900.2813835144043;16;16;1
MBLA_45.txt;270;900.2411091327667;32;32;1
MBLA_44.txt;156;900.0332837104797;19;19;1
MBLA_47.txt;280;900.7773697376252;36;36;2
MBLA_11.txt;342;901.903660774231;42;42;2
MBLA_16.txt;441;902.1211051940918;53;53;1
MBLA_40.txt;169;900.8258352279663;19;19;2
MBLA_6.txt;182;900.1121687889099;20;20;2
MBLA_46.txt;208;900.3110814094542;26;26;2
MBLA_51.txt;441;925.1474585533142;53;53;1
MBLA_59.txt;210;902.121479988098;30;30;2
MBLA_32.txt;460;904.261298418045;57;57;1
MBLA_15.txt;420;900.9565284252167;45;45;2
MBLA_57.txt;483;902.5496201515198;58;58;2
MBLA_38.txt;238;900.8652093410492;29;29;1
MBLA_3.txt;195;900.2775537967682;28;28;2
MBLA_7.txt;256;901.6677026748656;32;32;1
MBLA_30.txt;169;900.3778076171875;20;20;2
MBLA_35.txt;176;900.2011911869049;21;21;1
MBLA_29.txt;289;906.2002055644988;31;31;1
MBLA_37.txt;208;900.5353107452393;25;25;1
MBLA_17.txt;576;923.0788726806641;65;65;1
MBLA_56.txt;169;900.2730941772461;21;21;1
MBLA_24.txt;255;900.5056500434875;32;32;1
MBLA_0.txt;270;900.6781272888184;34;34;1
MBLA_34.txt;380;903.9574627876282;42;42;1
MBLA_4.txt;529;901.9626352787018;62;62;1
MBLA_31.txt;420;903.5102190971376;47;47;1
MBLA_33.txt;324;906.4517912864684;36;36;1
MBLA_21.txt;441;930.5543308258057;55;55;1
MBLA_20.txt;399;901.42218875885;42;42;2
MBLA_22.txt;224;900.6486372947693;23;23;1
MBLA_36.txt;420;903.432941198349;52;52;2
MBLA_2.txt;240;900.6654160022736;28;28;1
MBLA_12.txt;195;900.3103737831116;25;25;1
MBLA_13.txt;270;900.6553475856781;28;28;2
MBLA_19.txt;198;900.0643031597137;23;23;1
MBLA_49.txt;399;908.4664001464844;49;49;1
MBLA_28.txt;182;900.6466462612152;20;20;1
MBLA_54.txt;224;900.0887088775635;27;27;2
MBLA_1.txt;320;900.9938611984253;40;40;2
MBLA_50.txt;399;906.2001943588257;45;45;1
MBLA_41.txt;195;900.485466003418;25;25;2
MBLA_42.txt;117;900.0616352558136;10;10;1
MBLA_14.txt;240;904.3112132549286;34;34;2
MBLA_52.txt;378;901.3829026222228;36;36;2
MBLA_5.txt;306;900.6874663829802;32;32;1
MBLA_27.txt;210;901.3959374427797;25;25;1
MBLA_9.txt;285;900.204998254776;34;34;2
MBLA_43.txt;336;901.4705049991608;39;39;1
MBLA_39.txt;400;906.3413527011872;42;42;1
MBLA_55.txt;195;900.0960350036621;21;21;1
MBLA_23.txt;380;903.432345867157;41;41;1
MBLA_48.txt;210;907.860200881958;27;23;2
MBLA_26.txt;165;900.3942232131958;25;25;2
MBLA_53.txt;180;900.1860909461975;19;19;2
MBLA_25.txt;240;901.8449068069458;25;25;1
MBLA_58.txt;240;900.2659168243408;26;26;1
